path,loss,confusion_score
./DATA/train/0/7234.png,0.9487401843070984,0.0
./DATA/train/0/31148.png,1.2435078620910645,0.0
./DATA/train/1/21848.png,1.3413020372390747,0.0
./DATA/train/60/32846.png,1.360793948173523,0.0
./DATA/train/27/5216.png,1.3393434286117554,0.0
./DATA/train/62/37786.png,1.0555757284164429,0.0
./DATA/train/26/18795.png,1.0809340476989746,0.0
./DATA/train/57/28370.png,1.1982582807540894,0.0
./DATA/train/92/16423.png,1.1128793954849243,0.0
./DATA/train/85/32296.png,1.0541285276412964,0.0
./DATA/train/14/1504.png,1.3412299156188965,0.0
./DATA/train/6/29193.png,1.1497986316680908,0.0
./DATA/train/13/10031.png,1.1609090566635132,0.0
./DATA/train/51/1528.png,1.2079379558563232,0.0
./DATA/train/7/17791.png,1.327575922012329,0.0
./DATA/train/53/44868.png,1.1533294916152954,0.0
./DATA/train/53/128.png,1.1039865016937256,0.0
./DATA/train/44/8089.png,1.344003438949585,0.0
./DATA/train/77/31791.png,1.2267615795135498,0.0
./DATA/train/82/44030.png,0.8044732809066772,0.0
./DATA/train/82/32349.png,1.110538125038147,0.0
./DATA/train/10/34792.png,1.3353197574615479,0.0
./DATA/train/54/36467.png,1.218035340309143,0.0
./DATA/train/94/626.png,1.2670607566833496,0.0
./DATA/train/83/15646.png,1.286141037940979,0.0
./DATA/train/70/11634.png,0.9831216335296631,0.0
./DATA/train/0/38163.png,1.3347607851028442,0.25
./DATA/train/0/22545.png,1.3607778549194336,0.25
./DATA/train/68/45714.png,0.6880944967269897,0.25
./DATA/train/68/38643.png,0.8216952681541443,0.25
./DATA/train/68/4930.png,1.1412001848220825,0.25
./DATA/train/68/16742.png,0.7705479860305786,0.25
./DATA/train/68/46305.png,1.0801979303359985,0.25
./DATA/train/68/5486.png,0.8402368426322937,0.25
./DATA/train/68/46896.png,1.087247371673584,0.25
./DATA/train/68/2670.png,0.9151501059532166,0.25
./DATA/train/68/31953.png,0.8721796870231628,0.25
./DATA/train/68/37930.png,0.9779021739959717,0.25
./DATA/train/68/21729.png,0.786827027797699,0.25
./DATA/train/68/17077.png,1.3691301345825195,0.25
./DATA/train/68/20288.png,0.9039494395256042,0.25
./DATA/train/68/13169.png,1.1033934354782104,0.25
./DATA/train/68/8173.png,0.8747797012329102,0.25
./DATA/train/68/22591.png,0.8368852138519287,0.25
./DATA/train/68/23877.png,0.7564195394515991,0.25
./DATA/train/68/45013.png,0.9080237150192261,0.25
./DATA/train/68/42007.png,1.0260472297668457,0.25
./DATA/train/86/28160.png,1.1682473421096802,0.25
./DATA/train/4/34426.png,1.360717535018921,0.25
./DATA/train/41/26902.png,1.2073864936828613,0.25
./DATA/train/39/3495.png,1.3513851165771484,0.25
./DATA/train/1/8752.png,1.3685663938522339,0.25
./DATA/train/1/25367.png,1.370680809020996,0.25
./DATA/train/50/28873.png,1.3545246124267578,0.25
./DATA/train/60/44937.png,1.0146089792251587,0.25
./DATA/train/60/1909.png,0.954197883605957,0.25
./DATA/train/60/44071.png,1.0670888423919678,0.25
./DATA/train/60/26295.png,1.026493787765503,0.25
./DATA/train/60/26896.png,0.9332643151283264,0.25
./DATA/train/60/6475.png,0.7657572627067566,0.25
./DATA/train/60/49402.png,0.6874266862869263,0.25
./DATA/train/60/11238.png,1.3656413555145264,0.25
./DATA/train/60/4917.png,1.1365599632263184,0.25
./DATA/train/60/7271.png,1.045506238937378,0.25
./DATA/train/60/8723.png,1.1514992713928223,0.25
./DATA/train/60/32347.png,1.2306764125823975,0.25
./DATA/train/60/10917.png,1.3636674880981445,0.25
./DATA/train/60/5534.png,0.6989731788635254,0.25
./DATA/train/60/20729.png,0.7237566709518433,0.25
./DATA/train/60/3388.png,0.8855819702148438,0.25
./DATA/train/60/42108.png,0.6620168089866638,0.25
./DATA/train/60/35578.png,1.1434361934661865,0.25
./DATA/train/60/29132.png,1.056474208831787,0.25
./DATA/train/60/12999.png,0.7396435737609863,0.25
./DATA/train/60/25545.png,0.9360408782958984,0.25
./DATA/train/60/32704.png,0.8956271409988403,0.25
./DATA/train/60/44072.png,0.8810009956359863,0.25
./DATA/train/60/25524.png,0.6799198389053345,0.25
./DATA/train/60/6280.png,0.846092700958252,0.25
./DATA/train/60/462.png,0.8985968232154846,0.25
./DATA/train/60/40181.png,0.7429631948471069,0.25
./DATA/train/28/12705.png,1.3702757358551025,0.25
./DATA/train/48/24505.png,1.0806071758270264,0.25
./DATA/train/48/3923.png,1.318113088607788,0.25
./DATA/train/58/3916.png,0.8120355606079102,0.25
./DATA/train/58/1596.png,0.992353081703186,0.25
./DATA/train/58/40549.png,0.8394287824630737,0.25
./DATA/train/58/46216.png,1.0591959953308105,0.25
./DATA/train/11/30878.png,1.3795878887176514,0.25
./DATA/train/89/5675.png,0.8323259353637695,0.25
./DATA/train/89/18915.png,0.7438902258872986,0.25
./DATA/train/89/16333.png,0.8456519246101379,0.25
./DATA/train/89/2113.png,0.8210371136665344,0.25
./DATA/train/27/49006.png,1.0815496444702148,0.25
./DATA/train/31/27670.png,1.1072895526885986,0.25
./DATA/train/31/33584.png,0.8737937211990356,0.25
./DATA/train/31/30507.png,1.0899839401245117,0.25
./DATA/train/73/37799.png,0.93802809715271,0.25
./DATA/train/73/46684.png,0.8718341588973999,0.25
./DATA/train/73/40889.png,0.8503847718238831,0.25
./DATA/train/73/5862.png,0.7420351505279541,0.25
./DATA/train/73/21910.png,0.7770847082138062,0.25
./DATA/train/22/35732.png,1.197158694267273,0.25
./DATA/train/95/27475.png,1.0886151790618896,0.25
./DATA/train/95/29648.png,0.9612159729003906,0.25
./DATA/train/95/11673.png,0.8115599155426025,0.25
./DATA/train/95/9978.png,0.8619155883789062,0.25
./DATA/train/95/33380.png,1.127559781074524,0.25
./DATA/train/95/38920.png,0.8056210279464722,0.25
./DATA/train/95/30431.png,1.2210016250610352,0.25
./DATA/train/95/18515.png,0.8579988479614258,0.25
./DATA/train/95/42426.png,1.0176808834075928,0.25
./DATA/train/75/18869.png,1.0486124753952026,0.25
./DATA/train/62/8395.png,1.0995588302612305,0.25
./DATA/train/62/17996.png,1.3572499752044678,0.25
./DATA/train/62/41288.png,1.1802159547805786,0.25
./DATA/train/26/32308.png,0.7844693660736084,0.25
./DATA/train/57/38534.png,1.252752423286438,0.25
./DATA/train/57/43707.png,1.367577075958252,0.25
./DATA/train/57/13139.png,1.3711051940917969,0.25
./DATA/train/49/14823.png,0.8802536725997925,0.25
./DATA/train/49/25068.png,1.0568416118621826,0.25
./DATA/train/49/3127.png,0.8264009952545166,0.25
